learner_id,concept_id,concept_name,difficulty,days_since_last_review,quiz_accuracy,response_time,attempt_count,retention_label
L031,computer_networks,Computer Networks,0.55,14.0,0.0,13.65,5,0.108
L020,discrete_mathematics,Discrete Mathematics,0.55,21.0,0.053,17.38,1,0.184
L017,computer_networks,Computer Networks,0.55,20.0,0.0,21.51,4,0.0
L031,neural_networks,Neural Networks,0.6,8.0,0.056,19.89,5,0.04
L038,operating_systems,Operating Systems,0.6,15.0,0.0,12.83,4,0.028
L013,computer_networks,Computer Networks,0.55,10.0,0.028,10.54,4,0.074
L037,discrete_mathematics,Discrete Mathematics,0.55,9.0,0.207,18.75,4,0.122
L005,computer_architecture,Computer Architecture,0.5,16.0,0.068,17.21,4,0.116
L024,computer_architecture,Computer Architecture,0.5,11.0,0.14,18.93,1,0.139
L037,oop_concepts,OOP Concepts,0.35,16.0,0.158,19.48,1,0.096
L001,operating_systems,Operating Systems,0.6,10.0,0.135,9.22,3,0.138
L010,dbms_normalization,DBMS Normalization,0.7,13.0,0.082,18.52,3,0.002
L036,algorithm_design,Algorithm Design,0.5,5.0,0.265,17.81,3,0.136
L030,oop_concepts,OOP Concepts,0.35,18.0,0.075,14.6,4,0.106
L022,probability_and_statistics,Probability & Statistics,0.65,12.0,0.185,13.15,5,0.045
L015,computer_architecture,Computer Architecture,0.5,0.0,0.96,17.8,5,0.985
L025,ml_fundamentals,ML Fundamentals,0.5,20.0,0.034,11.71,1,0.026
L007,software_engineering,Software Engineering,0.4,9.0,0.169,12.38,2,0.221
L024,discrete_mathematics,Discrete Mathematics,0.55,20.0,0.0,16.95,3,0.117
L018,ml_fundamentals,ML Fundamentals,0.5,16.0,0.063,13.93,2,0.038
L027,ml_fundamentals,ML Fundamentals,0.5,17.0,0.053,13.16,1,0.05
L008,data_structures,Data Structures,0.4,16.0,0.0,13.73,4,0.059
L021,data_structures,Data Structures,0.4,4.0,0.34,14.94,5,0.396
L011,discrete_mathematics,Discrete Mathematics,0.55,6.0,0.037,10.63,2,0.088
L027,computer_architecture,Computer Architecture,0.5,4.0,0.577,18.37,3,0.426
L038,neural_networks,Neural Networks,0.6,20.0,0.098,22.61,2,0.057
L031,probability_and_statistics,Probability & Statistics,0.65,10.0,0.0,16.61,3,0.066
L040,operating_systems,Operating Systems,0.6,17.0,0.095,19.4,1,0.0
L022,data_structures,Data Structures,0.4,8.0,0.224,7.93,4,0.326
L006,operating_systems,Operating Systems,0.6,2.0,0.608,9.83,3,0.687
L009,oop_concepts,OOP Concepts,0.35,20.0,0.0,9.06,3,0.136
L019,oop_concepts,OOP Concepts,0.35,19.0,0.068,10.87,4,0.055
L022,data_structures,Data Structures,0.4,2.0,0.569,12.28,1,0.711
L022,neural_networks,Neural Networks,0.6,12.0,0.145,14.54,5,0.171
L032,discrete_mathematics,Discrete Mathematics,0.55,5.0,0.504,14.12,2,0.397
L037,software_engineering,Software Engineering,0.4,17.0,0.0,9.22,5,0.032
L022,dbms_normalization,DBMS Normalization,0.7,13.0,0.0,21.13,5,0.002
L002,dbms_normalization,DBMS Normalization,0.7,6.0,0.341,12.65,5,0.221
L017,probability_and_statistics,Probability & Statistics,0.65,1.0,0.819,23.33,1,0.805
L019,discrete_mathematics,Discrete Mathematics,0.55,15.0,0.296,15.74,2,0.0
L015,computer_networks,Computer Networks,0.55,12.0,0.091,14.48,1,0.071
L012,discrete_mathematics,Discrete Mathematics,0.55,0.0,1.0,14.29,5,0.967
L034,software_engineering,Software Engineering,0.4,5.0,0.423,10.29,1,0.568
L009,operating_systems,Operating Systems,0.6,13.0,0.011,19.63,3,0.017
L028,probability_and_statistics,Probability & Statistics,0.65,17.0,0.0,16.18,2,0.001
L025,dbms_normalization,DBMS Normalization,0.7,1.0,0.789,16.1,3,0.855
L033,algorithm_design,Algorithm Design,0.5,20.0,0.0,10.47,4,0.0
L013,data_structures,Data Structures,0.4,17.0,0.125,18.82,5,0.067
L031,software_engineering,Software Engineering,0.4,20.0,0.0,5.28,4,0.0
L017,data_structures,Data Structures,0.4,15.0,0.101,13.87,1,0.052
L006,algorithm_design,Algorithm Design,0.5,21.0,0.0,18.72,4,0.02
L016,computer_networks,Computer Networks,0.55,3.0,0.53,13.98,5,0.41
L018,oop_concepts,OOP Concepts,0.35,13.0,0.088,12.12,1,0.075
L038,operating_systems,Operating Systems,0.6,2.0,0.56,14.36,2,0.572
L031,neural_networks,Neural Networks,0.6,13.0,0.049,20.69,3,0.0
L027,computer_networks,Computer Networks,0.55,16.0,0.148,16.3,5,0.002
L010,discrete_mathematics,Discrete Mathematics,0.55,8.0,0.162,21.74,2,0.095
L026,computer_architecture,Computer Architecture,0.5,11.0,0.179,16.79,1,0.22
L038,data_structures,Data Structures,0.4,15.0,0.047,12.96,5,0.0
L025,oop_concepts,OOP Concepts,0.35,7.0,0.416,14.11,5,0.29
L034,algorithm_design,Algorithm Design,0.5,4.0,0.512,16.82,1,0.525
L006,discrete_mathematics,Discrete Mathematics,0.55,17.0,0.0,16.17,2,0.149
L010,ml_fundamentals,ML Fundamentals,0.5,0.0,0.885,23.91,5,1.0
L030,discrete_mathematics,Discrete Mathematics,0.55,19.0,0.0,19.85,3,0.071
L026,data_structures,Data Structures,0.4,19.0,0.064,16.38,2,0.071
L028,computer_architecture,Computer Architecture,0.5,14.0,0.218,16.56,2,0.005
L010,ml_fundamentals,ML Fundamentals,0.5,17.0,0.062,17.9,2,0.075
L007,computer_architecture,Computer Architecture,0.5,18.0,0.055,20.95,5,0.0
L011,probability_and_statistics,Probability & Statistics,0.65,19.0,0.0,12.19,3,0.04
L005,data_structures,Data Structures,0.4,18.0,0.209,18.85,5,0.131
L029,operating_systems,Operating Systems,0.6,14.0,0.0,15.44,1,0.208
L001,algorithm_design,Algorithm Design,0.5,0.0,0.804,18.86,5,0.979
L001,probability_and_statistics,Probability & Statistics,0.65,1.0,0.834,11.52,1,0.843
L031,dbms_normalization,DBMS Normalization,0.7,12.0,0.191,11.11,1,0.081
L009,ml_fundamentals,ML Fundamentals,0.5,15.0,0.036,17.53,2,0.0
L017,ml_fundamentals,ML Fundamentals,0.5,18.0,0.0,15.83,1,0.053
L030,computer_architecture,Computer Architecture,0.5,6.0,0.38,15.56,1,0.415
L036,ml_fundamentals,ML Fundamentals,0.5,5.0,0.155,11.48,5,0.331
L001,discrete_mathematics,Discrete Mathematics,0.55,5.0,0.34,16.52,1,0.274
L027,discrete_mathematics,Discrete Mathematics,0.55,8.0,0.078,16.97,1,0.156
L039,computer_architecture,Computer Architecture,0.5,8.0,0.006,20.36,3,0.166
L013,oop_concepts,OOP Concepts,0.35,7.0,0.31,18.23,2,0.208
L032,ml_fundamentals,ML Fundamentals,0.5,0.0,0.978,11.48,3,1.0
L014,discrete_mathematics,Discrete Mathematics,0.55,14.0,0.093,14.44,4,0.0
L005,algorithm_design,Algorithm Design,0.5,1.0,0.646,10.27,1,0.913
L004,probability_and_statistics,Probability & Statistics,0.65,16.0,0.012,18.29,2,0.063
L002,software_engineering,Software Engineering,0.4,3.0,0.483,8.4,5,0.661
L033,oop_concepts,OOP Concepts,0.35,10.0,0.398,20.45,2,0.281
L021,ml_fundamentals,ML Fundamentals,0.5,4.0,0.609,21.34,3,0.551
L010,ml_fundamentals,ML Fundamentals,0.5,8.0,0.351,14.48,4,0.307
L039,probability_and_statistics,Probability & Statistics,0.65,10.0,0.063,7.81,2,0.064
L017,computer_architecture,Computer Architecture,0.5,19.0,0.123,12.82,1,0.0
L026,neural_networks,Neural Networks,0.6,2.0,0.248,15.78,3,0.311
L029,data_structures,Data Structures,0.4,0.0,1.0,16.21,3,0.976
L006,ml_fundamentals,ML Fundamentals,0.5,0.0,1.0,19.45,3,1.0
L039,ml_fundamentals,ML Fundamentals,0.5,9.0,0.362,10.83,5,0.265
L030,dbms_normalization,DBMS Normalization,0.7,0.0,1.0,15.08,3,1.0
L040,computer_networks,Computer Networks,0.55,21.0,0.0,9.72,1,0.0
L030,ml_fundamentals,ML Fundamentals,0.5,4.0,0.496,14.89,5,0.431
L012,computer_networks,Computer Networks,0.55,11.0,0.08,9.17,2,0.047
L008,computer_architecture,Computer Architecture,0.5,10.0,0.245,13.93,4,0.134
L036,dbms_normalization,DBMS Normalization,0.7,2.0,0.593,15.62,1,0.519
L018,operating_systems,Operating Systems,0.6,10.0,0.115,17.0,2,0.087
L037,probability_and_statistics,Probability & Statistics,0.65,19.0,0.253,17.59,3,0.047
L021,computer_architecture,Computer Architecture,0.5,8.0,0.181,12.18,2,0.131
L023,discrete_mathematics,Discrete Mathematics,0.55,20.0,0.132,14.21,4,0.032
L039,neural_networks,Neural Networks,0.6,17.0,0.085,18.57,3,0.072
L029,neural_networks,Neural Networks,0.6,21.0,0.0,20.64,5,0.0
L034,operating_systems,Operating Systems,0.6,3.0,0.392,17.81,4,0.57
L013,algorithm_design,Algorithm Design,0.5,14.0,0.083,13.78,3,0.159
L027,data_structures,Data Structures,0.4,19.0,0.179,22.48,5,0.067
L002,oop_concepts,OOP Concepts,0.35,0.0,1.0,8.99,2,0.918
L027,computer_architecture,Computer Architecture,0.5,21.0,0.017,18.82,4,0.058
L022,probability_and_statistics,Probability & Statistics,0.65,1.0,0.718,14.91,1,0.803
L006,algorithm_design,Algorithm Design,0.5,20.0,0.031,14.19,2,0.039
L004,oop_concepts,OOP Concepts,0.35,7.0,0.296,15.58,3,0.347
L035,dbms_normalization,DBMS Normalization,0.7,21.0,0.0,10.21,2,0.069
L019,operating_systems,Operating Systems,0.6,21.0,0.118,23.31,1,0.053
L033,software_engineering,Software Engineering,0.4,7.0,0.342,16.93,2,0.312
L029,ml_fundamentals,ML Fundamentals,0.5,16.0,0.023,11.7,5,0.0
L033,neural_networks,Neural Networks,0.6,20.0,0.024,7.86,4,0.0
L039,computer_architecture,Computer Architecture,0.5,17.0,0.002,12.82,4,0.11
L009,software_engineering,Software Engineering,0.4,21.0,0.04,11.26,5,0.167
L031,oop_concepts,OOP Concepts,0.35,17.0,0.023,3.08,4,0.205
L023,computer_networks,Computer Networks,0.55,17.0,0.0,5.87,1,0.092
L011,algorithm_design,Algorithm Design,0.5,20.0,0.0,18.76,3,0.034
L018,algorithm_design,Algorithm Design,0.5,6.0,0.418,13.29,5,0.324
L034,oop_concepts,OOP Concepts,0.35,1.0,0.908,18.49,1,0.842
L011,probability_and_statistics,Probability & Statistics,0.65,4.0,0.046,20.64,4,0.063
L017,probability_and_statistics,Probability & Statistics,0.65,2.0,0.45,15.46,4,0.483
L013,computer_networks,Computer Networks,0.55,19.0,0.093,19.8,3,0.077
L027,computer_networks,Computer Networks,0.55,17.0,0.131,13.6,5,0.064
L001,software_engineering,Software Engineering,0.4,11.0,0.095,14.95,2,0.183
L028,dbms_normalization,DBMS Normalization,0.7,2.0,0.491,10.93,4,0.428
L026,computer_networks,Computer Networks,0.55,4.0,0.354,11.94,4,0.327
L019,operating_systems,Operating Systems,0.6,17.0,0.14,18.02,3,0.08
L015,discrete_mathematics,Discrete Mathematics,0.55,4.0,0.374,12.95,4,0.414
L022,probability_and_statistics,Probability & Statistics,0.65,9.0,0.236,16.58,2,0.237
L005,dbms_normalization,DBMS Normalization,0.7,16.0,0.005,25.36,4,0.066
L034,data_structures,Data Structures,0.4,5.0,0.611,19.06,3,0.581
L001,computer_networks,Computer Networks,0.55,14.0,0.0,19.6,5,0.081
L005,operating_systems,Operating Systems,0.6,4.0,0.529,5.74,3,0.462
L008,computer_networks,Computer Networks,0.55,18.0,0.0,14.21,5,0.01
L027,dbms_normalization,DBMS Normalization,0.7,3.0,0.279,10.45,1,0.297
L021,operating_systems,Operating Systems,0.6,13.0,0.0,14.33,3,0.019
L016,probability_and_statistics,Probability & Statistics,0.65,6.0,0.322,17.41,4,0.267
L003,dbms_normalization,DBMS Normalization,0.7,16.0,0.041,20.61,1,0.092
L004,neural_networks,Neural Networks,0.6,18.0,0.0,11.77,5,0.0
L035,software_engineering,Software Engineering,0.4,9.0,0.234,21.19,5,0.143
L015,computer_architecture,Computer Architecture,0.5,5.0,0.381,14.59,3,0.43
L018,algorithm_design,Algorithm Design,0.5,0.0,1.0,16.22,3,0.984
L023,operating_systems,Operating Systems,0.6,3.0,0.687,7.65,2,0.569
L002,ml_fundamentals,ML Fundamentals,0.5,16.0,0.1,19.01,2,0.012
L013,dbms_normalization,DBMS Normalization,0.7,3.0,0.456,12.94,2,0.449
L018,probability_and_statistics,Probability & Statistics,0.65,9.0,0.365,14.98,2,0.081
L020,discrete_mathematics,Discrete Mathematics,0.55,16.0,0.075,15.89,4,0.0
L035,oop_concepts,OOP Concepts,0.35,14.0,0.126,16.63,4,0.125
L009,data_structures,Data Structures,0.4,2.0,0.82,18.49,5,0.726
L033,neural_networks,Neural Networks,0.6,0.0,1.0,20.38,4,0.985
L003,software_engineering,Software Engineering,0.4,11.0,0.209,21.3,3,0.11
L008,computer_architecture,Computer Architecture,0.5,4.0,0.463,14.33,5,0.326
L034,oop_concepts,OOP Concepts,0.35,18.0,0.141,20.85,2,0.026
L038,neural_networks,Neural Networks,0.6,2.0,0.442,10.41,2,0.598
L026,computer_architecture,Computer Architecture,0.5,10.0,0.273,11.17,3,0.273
L014,computer_architecture,Computer Architecture,0.5,3.0,0.308,9.55,1,0.208
L013,dbms_normalization,DBMS Normalization,0.7,14.0,0.072,16.57,1,0.03
L021,computer_architecture,Computer Architecture,0.5,11.0,0.265,16.16,3,0.074
L019,computer_architecture,Computer Architecture,0.5,10.0,0.24,13.42,3,0.13
L040,dbms_normalization,DBMS Normalization,0.7,9.0,0.071,16.36,4,0.051
L024,operating_systems,Operating Systems,0.6,3.0,0.288,13.11,2,0.346
L035,discrete_mathematics,Discrete Mathematics,0.55,11.0,0.189,21.33,4,0.14
L010,algorithm_design,Algorithm Design,0.5,4.0,0.445,12.57,1,0.389
L033,ml_fundamentals,ML Fundamentals,0.5,14.0,0.013,20.7,3,0.008
L020,discrete_mathematics,Discrete Mathematics,0.55,18.0,0.143,11.43,5,0.043
L033,neural_networks,Neural Networks,0.6,4.0,0.396,10.32,5,0.323
L015,algorithm_design,Algorithm Design,0.5,13.0,0.018,6.82,3,0.116
L005,dbms_normalization,DBMS Normalization,0.7,16.0,0.138,16.27,5,0.048
L025,discrete_mathematics,Discrete Mathematics,0.55,0.0,1.0,26.49,4,0.932
L025,probability_and_statistics,Probability & Statistics,0.65,12.0,0.042,20.07,3,0.128
L009,dbms_normalization,DBMS Normalization,0.7,0.0,0.896,14.75,3,0.975
L013,algorithm_design,Algorithm Design,0.5,1.0,0.788,17.93,4,0.883
L018,oop_concepts,OOP Concepts,0.35,4.0,0.612,12.68,1,0.646
L040,neural_networks,Neural Networks,0.6,3.0,0.267,19.98,5,0.396
L032,oop_concepts,OOP Concepts,0.35,14.0,0.0,8.43,2,0.119
L007,neural_networks,Neural Networks,0.6,9.0,0.137,8.87,1,0.07
L008,data_structures,Data Structures,0.4,17.0,0.113,21.66,5,0.126
L003,neural_networks,Neural Networks,0.6,3.0,0.51,14.41,5,0.423
L008,operating_systems,Operating Systems,0.6,2.0,0.489,14.68,1,0.634
L024,oop_concepts,OOP Concepts,0.35,19.0,0.037,14.26,3,0.0
L020,software_engineering,Software Engineering,0.4,14.0,0.13,14.5,5,0.107
L033,computer_architecture,Computer Architecture,0.5,17.0,0.085,12.19,1,0.0
L008,software_engineering,Software Engineering,0.4,18.0,0.061,10.69,3,0.036
L005,probability_and_statistics,Probability & Statistics,0.65,8.0,0.119,19.07,4,0.209
L030,ml_fundamentals,ML Fundamentals,0.5,1.0,0.716,16.57,3,0.7
L004,probability_and_statistics,Probability & Statistics,0.65,1.0,0.591,13.56,2,0.433
L007,computer_architecture,Computer Architecture,0.5,4.0,0.502,17.15,2,0.492
L014,computer_networks,Computer Networks,0.55,0.0,0.917,21.57,5,0.945
L016,probability_and_statistics,Probability & Statistics,0.65,13.0,0.032,17.9,4,0.03
L023,dbms_normalization,DBMS Normalization,0.7,7.0,0.092,21.99,5,0.0
L030,discrete_mathematics,Discrete Mathematics,0.55,16.0,0.077,11.05,4,0.065
L004,dbms_normalization,DBMS Normalization,0.7,20.0,0.141,17.61,5,0.004
L012,computer_architecture,Computer Architecture,0.5,8.0,0.175,17.63,5,0.204
L014,algorithm_design,Algorithm Design,0.5,10.0,0.085,11.59,1,0.156
L019,discrete_mathematics,Discrete Mathematics,0.55,13.0,0.13,18.93,5,0.105
L027,computer_architecture,Computer Architecture,0.5,20.0,0.0,15.32,5,0.0
L013,data_structures,Data Structures,0.4,14.0,0.121,23.77,4,0.172
L026,neural_networks,Neural Networks,0.6,20.0,0.0,19.03,1,0.092
L012,discrete_mathematics,Discrete Mathematics,0.55,11.0,0.298,11.23,1,0.235
L031,discrete_mathematics,Discrete Mathematics,0.55,11.0,0.218,17.07,5,0.162
L010,software_engineering,Software Engineering,0.4,1.0,0.848,12.99,3,0.954
L020,computer_architecture,Computer Architecture,0.5,9.0,0.12,16.42,4,0.07
L018,dbms_normalization,DBMS Normalization,0.7,6.0,0.193,17.42,5,0.124
L029,algorithm_design,Algorithm Design,0.5,16.0,0.259,19.37,2,0.046
L019,oop_concepts,OOP Concepts,0.35,6.0,0.224,14.27,3,0.387
L038,operating_systems,Operating Systems,0.6,14.0,0.0,16.33,3,0.056
L020,operating_systems,Operating Systems,0.6,4.0,0.493,14.32,4,0.422
L010,computer_architecture,Computer Architecture,0.5,11.0,0.161,17.63,1,0.136
L023,discrete_mathematics,Discrete Mathematics,0.55,4.0,0.38,14.87,4,0.475
L008,neural_networks,Neural Networks,0.6,5.0,0.311,14.87,1,0.399
L036,neural_networks,Neural Networks,0.6,5.0,0.175,16.02,2,0.369
L020,oop_concepts,OOP Concepts,0.35,19.0,0.042,16.34,2,0.133
L031,computer_architecture,Computer Architecture,0.5,1.0,0.891,13.86,5,0.803
L019,oop_concepts,OOP Concepts,0.35,19.0,0.0,13.87,4,0.008
L005,computer_networks,Computer Networks,0.55,16.0,0.0,14.21,2,0.038
L003,computer_networks,Computer Networks,0.55,11.0,0.141,15.57,1,0.078
L013,operating_systems,Operating Systems,0.6,14.0,0.198,21.07,3,0.016
L017,neural_networks,Neural Networks,0.6,2.0,0.746,12.52,2,0.697
L011,computer_networks,Computer Networks,0.55,15.0,0.017,8.06,4,0.118
L031,algorithm_design,Algorithm Design,0.5,11.0,0.146,14.53,2,0.136
L019,algorithm_design,Algorithm Design,0.5,4.0,0.545,18.71,1,0.458
L015,ml_fundamentals,ML Fundamentals,0.5,14.0,0.083,12.46,3,0.029
L008,computer_architecture,Computer Architecture,0.5,11.0,0.122,16.74,4,0.122
L010,discrete_mathematics,Discrete Mathematics,0.55,21.0,0.023,16.16,4,0.035
L039,oop_concepts,OOP Concepts,0.35,1.0,0.911,20.54,4,0.876
L030,software_engineering,Software Engineering,0.4,10.0,0.21,15.16,5,0.262
L024,computer_architecture,Computer Architecture,0.5,10.0,0.034,12.49,5,0.066
L025,computer_architecture,Computer Architecture,0.5,3.0,0.633,16.11,2,0.499
L031,discrete_mathematics,Discrete Mathematics,0.55,4.0,0.314,16.66,3,0.344
L002,probability_and_statistics,Probability & Statistics,0.65,11.0,0.055,18.73,2,0.065
L039,computer_architecture,Computer Architecture,0.5,11.0,0.213,15.45,2,0.219
L007,data_structures,Data Structures,0.4,21.0,0.095,9.58,5,0.048
L034,ml_fundamentals,ML Fundamentals,0.5,15.0,0.0,10.6,1,0.103
L020,data_structures,Data Structures,0.4,0.0,0.974,13.64,1,0.913
L019,discrete_mathematics,Discrete Mathematics,0.55,9.0,0.092,22.38,2,0.14
L029,operating_systems,Operating Systems,0.6,2.0,0.647,18.01,3,0.522
L039,data_structures,Data Structures,0.4,17.0,0.067,9.05,1,0.122
L019,probability_and_statistics,Probability & Statistics,0.65,9.0,0.0,15.12,4,0.02
L020,oop_concepts,OOP Concepts,0.35,4.0,0.442,6.05,3,0.488
L002,neural_networks,Neural Networks,0.6,15.0,0.025,17.45,5,0.05
L007,algorithm_design,Algorithm Design,0.5,19.0,0.0,12.63,5,0.0
L039,ml_fundamentals,ML Fundamentals,0.5,12.0,0.249,15.53,4,0.081
L011,oop_concepts,OOP Concepts,0.35,17.0,0.159,11.42,2,0.093
L009,data_structures,Data Structures,0.4,3.0,0.668,15.22,1,0.532
L010,ml_fundamentals,ML Fundamentals,0.5,17.0,0.0,15.58,1,0.039
L015,computer_architecture,Computer Architecture,0.5,17.0,0.0,21.41,4,0.0
L040,data_structures,Data Structures,0.4,8.0,0.278,7.46,3,0.367
L020,computer_architecture,Computer Architecture,0.5,6.0,0.314,11.65,2,0.34
L038,neural_networks,Neural Networks,0.6,5.0,0.394,15.63,2,0.263
L005,probability_and_statistics,Probability & Statistics,0.65,21.0,0.02,8.61,3,0.026
L007,probability_and_statistics,Probability & Statistics,0.65,15.0,0.042,19.77,1,0.0
L031,computer_networks,Computer Networks,0.55,1.0,0.909,13.06,5,0.785
L016,computer_networks,Computer Networks,0.55,17.0,0.045,16.67,3,0.093
L003,data_structures,Data Structures,0.4,0.0,0.996,6.53,2,1.0
L008,ml_fundamentals,ML Fundamentals,0.5,21.0,0.136,10.84,5,0.0
L037,dbms_normalization,DBMS Normalization,0.7,9.0,0.109,17.03,4,0.163
L026,operating_systems,Operating Systems,0.6,0.0,1.0,13.13,3,0.958
L037,ml_fundamentals,ML Fundamentals,0.5,9.0,0.0,7.88,1,0.095
L015,probability_and_statistics,Probability & Statistics,0.65,17.0,0.0,13.33,1,0.0
L027,computer_architecture,Computer Architecture,0.5,6.0,0.298,20.19,1,0.403
L016,computer_architecture,Computer Architecture,0.5,18.0,0.0,13.25,1,0.011
L038,computer_architecture,Computer Architecture,0.5,14.0,0.115,16.73,1,0.023
L017,probability_and_statistics,Probability & Statistics,0.65,13.0,0.153,12.38,5,0.0
L003,operating_systems,Operating Systems,0.6,5.0,0.366,19.07,5,0.4
L037,oop_concepts,OOP Concepts,0.35,14.0,0.056,7.32,3,0.202
L039,data_structures,Data Structures,0.4,11.0,0.422,26.38,4,0.387
L029,software_engineering,Software Engineering,0.4,12.0,0.16,14.4,1,0.185
L015,software_engineering,Software Engineering,0.4,3.0,0.454,11.63,5,0.494
L004,neural_networks,Neural Networks,0.6,15.0,0.076,20.24,5,0.056
L036,probability_and_statistics,Probability & Statistics,0.65,8.0,0.096,19.3,3,0.0
L012,dbms_normalization,DBMS Normalization,0.7,0.0,0.938,17.08,2,0.927
L040,operating_systems,Operating Systems,0.6,11.0,0.0,19.65,5,0.066
L017,oop_concepts,OOP Concepts,0.35,4.0,0.468,15.46,1,0.37
L033,discrete_mathematics,Discrete Mathematics,0.55,21.0,0.0,12.62,4,0.008
L004,ml_fundamentals,ML Fundamentals,0.5,10.0,0.173,10.5,2,0.105
L035,ml_fundamentals,ML Fundamentals,0.5,12.0,0.08,13.88,5,0.19
L012,discrete_mathematics,Discrete Mathematics,0.55,5.0,0.372,20.61,4,0.386
L029,neural_networks,Neural Networks,0.6,11.0,0.0,11.29,4,0.074
L040,software_engineering,Software Engineering,0.4,0.0,1.0,10.07,5,0.983
L033,ml_fundamentals,ML Fundamentals,0.5,6.0,0.306,13.78,1,0.323
L002,operating_systems,Operating Systems,0.6,12.0,0.159,13.51,5,0.076
L029,neural_networks,Neural Networks,0.6,17.0,0.0,16.52,4,0.026
L031,computer_networks,Computer Networks,0.55,8.0,0.365,15.61,3,0.191
L023,computer_networks,Computer Networks,0.55,8.0,0.159,8.44,4,0.2
L028,computer_networks,Computer Networks,0.55,3.0,0.657,15.06,5,0.593
L014,operating_systems,Operating Systems,0.6,1.0,0.894,17.05,4,0.853
L007,operating_systems,Operating Systems,0.6,1.0,0.904,13.75,2,0.887
L029,probability_and_statistics,Probability & Statistics,0.65,20.0,0.171,21.96,4,0.051
L003,software_engineering,Software Engineering,0.4,17.0,0.102,17.19,1,0.087
L007,neural_networks,Neural Networks,0.6,11.0,0.181,11.5,1,0.208
L025,probability_and_statistics,Probability & Statistics,0.65,5.0,0.338,15.78,2,0.458
L038,ml_fundamentals,ML Fundamentals,0.5,3.0,0.538,21.6,4,0.547
L013,software_engineering,Software Engineering,0.4,21.0,0.0,22.97,4,0.058
L001,algorithm_design,Algorithm Design,0.5,6.0,0.331,22.01,4,0.322
L010,dbms_normalization,DBMS Normalization,0.7,3.0,0.334,23.27,2,0.367
L007,data_structures,Data Structures,0.4,13.0,0.082,14.65,1,0.09
L038,oop_concepts,OOP Concepts,0.35,10.0,0.097,17.23,1,0.016
L030,operating_systems,Operating Systems,0.6,8.0,0.04,15.14,5,0.062
L011,oop_concepts,OOP Concepts,0.35,19.0,0.0,17.23,4,0.0
L035,probability_and_statistics,Probability & Statistics,0.65,11.0,0.155,14.98,3,0.042
L014,data_structures,Data Structures,0.4,21.0,0.07,15.32,3,0.0
L009,data_structures,Data Structures,0.4,15.0,0.009,20.33,2,0.0
L013,dbms_normalization,DBMS Normalization,0.7,19.0,0.0,18.88,2,0.016
L005,discrete_mathematics,Discrete Mathematics,0.55,15.0,0.088,11.55,4,0.0
L015,dbms_normalization,DBMS Normalization,0.7,17.0,0.0,18.38,4,0.014
L008,computer_networks,Computer Networks,0.55,7.0,0.221,13.89,1,0.217
L014,software_engineering,Software Engineering,0.4,20.0,0.0,8.23,5,0.086
L008,computer_networks,Computer Networks,0.55,3.0,0.437,23.32,3,0.456
L031,computer_networks,Computer Networks,0.55,19.0,0.094,11.76,2,0.028
L036,computer_architecture,Computer Architecture,0.5,1.0,0.921,14.15,2,0.811
L004,probability_and_statistics,Probability & Statistics,0.65,11.0,0.09,16.85,5,0.0
L040,data_structures,Data Structures,0.4,14.0,0.031,7.57,5,0.037
L039,algorithm_design,Algorithm Design,0.5,21.0,0.0,10.22,2,0.0
L021,oop_concepts,OOP Concepts,0.35,15.0,0.0,12.89,2,0.097
L014,algorithm_design,Algorithm Design,0.5,19.0,0.129,16.3,5,0.0
L005,algorithm_design,Algorithm Design,0.5,8.0,0.426,14.01,5,0.307
L006,data_structures,Data Structures,0.4,11.0,0.121,15.23,3,0.153
L007,dbms_normalization,DBMS Normalization,0.7,4.0,0.38,18.01,5,0.299
L012,operating_systems,Operating Systems,0.6,14.0,0.0,10.25,4,0.0
L007,discrete_mathematics,Discrete Mathematics,0.55,18.0,0.137,15.18,5,0.0
L007,ml_fundamentals,ML Fundamentals,0.5,15.0,0.165,15.6,4,0.044
L035,oop_concepts,OOP Concepts,0.35,4.0,0.361,19.46,3,0.438
L034,computer_networks,Computer Networks,0.55,7.0,0.193,13.99,5,0.309
L013,oop_concepts,OOP Concepts,0.35,10.0,0.204,7.84,2,0.237
L019,neural_networks,Neural Networks,0.6,21.0,0.07,13.49,3,0.007
L033,neural_networks,Neural Networks,0.6,10.0,0.316,18.68,3,0.163
L024,probability_and_statistics,Probability & Statistics,0.65,20.0,0.0,14.47,1,0.043
L019,algorithm_design,Algorithm Design,0.5,12.0,0.0,17.21,1,0.072
L017,neural_networks,Neural Networks,0.6,0.0,1.0,19.1,5,0.956
L029,probability_and_statistics,Probability & Statistics,0.65,7.0,0.269,8.91,2,0.184
L009,computer_architecture,Computer Architecture,0.5,0.0,1.0,11.66,2,1.0
L016,oop_concepts,OOP Concepts,0.35,20.0,0.0,14.65,5,0.012
L019,software_engineering,Software Engineering,0.4,6.0,0.386,18.81,5,0.318
L035,neural_networks,Neural Networks,0.6,3.0,0.397,12.68,4,0.381
L002,discrete_mathematics,Discrete Mathematics,0.55,20.0,0.106,18.16,1,0.002
L007,neural_networks,Neural Networks,0.6,18.0,0.0,13.09,5,0.026
L004,dbms_normalization,DBMS Normalization,0.7,0.0,0.921,15.26,1,0.989
L001,neural_networks,Neural Networks,0.6,20.0,0.0,10.38,3,0.047
